review_id,category,label_raw,review_text,source_file
R0001,酒店,0,"这个酒店硬件还可以,但服务太差.首先酒店任何员工对客人都没有应有的尊重,客人可以被他们呼来呵去,其次CHECK-IN 和CHECK-OUT 都要半小时以上,强烈BS张灵芳和左瑞雪,效率低下,态度傲慢.第三,房间清洁极不干净.第四,投诉无门,他们不会接受你的投诉更不会有人和你说对不起.第五,酒店主要面向团队,不喜欢商务客人第六,房间隔音极差,隔",online_shopping_10_cats.csv
R0002,洗发水,1,比超市便宜超级多，不知道是第几次回购了,online_shopping_10_cats.csv
R0003,手机,0,触摸键太敏感.不好用.,online_shopping_10_cats.csv
R0004,水果,1,价格实惠，味道酸酸甜甜清脆爽口。要买的朋友可以乘活动优惠买喽。,online_shopping_10_cats.csv
R0005,洗发水,1,看着不错，还没用，一直在京东买,online_shopping_10_cats.csv
R0006,水果,1,相信京东！第一次在京东上买水果，感觉还不错。,online_shopping_10_cats.csv
R0007,书籍,1,今天终于又看了一次《输赢》，第一次看觉得故事情节很吸引人，其他的就没有什么了，但第二次看下来感觉不一样，印象特别深刻的是周锐对生活得态度，以及他做人处事的态度，的确人生是短暂的，事业只是生活的一部分，最重要的反而是如何使自己过得开心快乐。另外就是方威的注重过程还是结果了。,online_shopping_10_cats.csv
R0008,酒店,0,入住前临时加担保，竟然必须把原来的订单作废，体验差！,online_shopping_10_cats.csv
R0009,衣服,1,衣服质量不错，款式穿着挺好看的，较为时尚吧，面料不错有质感，穿着舒适很合身帅气，性价比较高价格很实惠。,online_shopping_10_cats.csv
R0010,水果,1,包装很好，不应该抱太大期望，毕竟价格在哪放着呢,online_shopping_10_cats.csv
R0011,平板,1,质量不错。和我想像中的一样。一次满意的购物。,online_shopping_10_cats.csv
R0012,水果,0,全部都是坏的，还是到现场店里买吧，网上便宜不了多少，太差,online_shopping_10_cats.csv
R0013,平板,0,恢复出厂设置还是这样。醉了。玩儿着总弹出来。,online_shopping_10_cats.csv
R0014,平板,1,真的很不错，这个平板很好用,online_shopping_10_cats.csv
R0015,水果,1,苹果很好，买给儿子吃的。物流也很快！,online_shopping_10_cats.csv
R0016,酒店,0,酒店环境一般，服务有待进一步提高，态度不热情，，距离机场近，去机场方便,online_shopping_10_cats.csv
R0017,计算机,0,分区只有一个C盘，而且没有光驱。备份系统比较麻烦。如果随意分区的话，很可能把备份系统给破坏,online_shopping_10_cats.csv
R0018,洗发水,0,好差，洗完头发又养头皮屑走多，根本无法保证是正品，只能用一次，第二次都不想用,online_shopping_10_cats.csv
R0019,酒店,1,酒店由假日酒店改成了千禧酒店，服务质量还不错，不过专业技能需要进一步提高--可能是有一些新人的原因吧。总体来说不错。,online_shopping_10_cats.csv
R0020,洗发水,0,洗完出头屑，这种情况要不要给个说法？,online_shopping_10_cats.csv
R0021,手机,1,我是前天去买了这款手机，拿来摆弄两天后，发现这款机子确实不错她几乎包含了市场上中等机所有的功能，且又是彩屏机。,online_shopping_10_cats.csv
R0022,洗发水,1,使用日期都是到2028年的，京东自营的东西真心不错，值得信赖的,online_shopping_10_cats.csv
R0023,洗发水,1,这么多东西，才99元真划算，相信JD，好评,online_shopping_10_cats.csv
R0024,书籍,0,此书牵强附会，完全无涉公平问题，纯粹为了炫耀自己的伟大。,online_shopping_10_cats.csv
R0025,衣服,1,东西很不错，质量挺好的，穿着挺舒服，很好的一次购物。赞一个,online_shopping_10_cats.csv
R0026,衣服,0,好渣阿第一次穿就起毛还烂了狗血,online_shopping_10_cats.csv
R0027,水果,0,火龙果太小了，我在超市买，一斤左右很大的果，这个太小了！要是在超市，我肯定看都不看一眼！失望！！？,online_shopping_10_cats.csv
R0028,蒙牛,0,什么三鹿蒙牛的都太可怕了 还是从小儿喝的北京自己的三元最靠谱儿,online_shopping_10_cats.csv
R0029,酒店,1,"本人住过国内外酒店过百家,在珠海都住过好几家,我们4大2小于国庆节入住这家挂牌四星公寓酒店的豪华三人套,现和大家分享一下：好的方面:1.酒店是由几座商品房改造的,外部环境不错,绿树成荫,房间面积大(2房一厅);2.酒店的康乐活动有保龄球,高尔夫球练习场,网球,游泳,等等,(须另外收费);3.酒店的停车方便,而且不收费;4.客房内的食品价格不高，5.服务态度好,服务员会带客人上到房间,并介绍房间设施,入住和退房较快.不好的方面:1. 设施不豪华,只能算舒适,客房内的厨房如要使用另加30元一天,2.客房内毛巾清洁的不够专业,床和床上用品质量普通，3.客房内的保养做的不足,如睡房内的床头灯不能调节光度,4. 如有小孩的,睡房内的窗户打开后一定要小心,因为窗户距床很近,不要让小孩子一个人在床上玩(酒店方面应该要有提示,或将窗户做成只能打开15-20厘米).补充点评 2008年1月11日 ： 总的来说,这个酒店的硬件最多3星水平;最大的好处是周边环境比较好.",online_shopping_10_cats.csv
R0030,书籍,1,我是经过老师的推荐从网上买的这本书，最近看了几天着重看了一下中小型网络系统方案这块。我觉得这本的好处在于：拿过一个方案，他不是蒙着头来说而是引导一个人一步一步的顺着逻辑思路走。给人一条线你就能觉得这条线很直。没有哪么多的坎坷。接下来当我们真正做项目做设计的时候我们也就会很容易很轻松的完成从拓扑图的设计，到项目的成功结束。理论联系实践，实践证实理论。,online_shopping_10_cats.csv
R0031,计算机,1,轻便，电池使用时间长，速度也可以，看码率5M以下的h264，720p视频质量尚可。其他功能不错。,online_shopping_10_cats.csv
R0032,衣服,1,试过了，一般般，还好价格不贵,online_shopping_10_cats.csv
R0033,书籍,1,儿子六岁。爱看书，这是送给他的六一礼物。中午，看着动画片。我说，妈妈给你买了本书，放在他怀里，走开。他瞟了一眼，再看电视。再瞟一眼，再也没有放下。整整一周，出门吃个饭也带着。着迷一般。看了一遍再来一遍。我发现，孩子看书他并没有全部都领悟，但他照样可以乐趣无穷。他有他六岁与众不同的理解。这可是我高中才接触的东东哦。,online_shopping_10_cats.csv
R0034,蒙牛,0,芭呐呐弗雷喔还有那个棒子的香蕉牛奶都是一个味儿，果汁奶味儿！！！！！我很纳闷为什么蒙牛那个破奶要卖那么贵~悔恨我的好奇心~让你馋让你馋让你馋。。。。。。。所以新浪一直不给你红星星！！！！！fuck,online_shopping_10_cats.csv
R0035,水果,0,不是中粮自己生产的啊啊啊，口味质量跟自己生产的有差距啊。是委托加工的。怪不得便宜啊啊啊。还是去对手网站旗舰店买吧。。。。贵点也值啊。。酸啊啊啊啊,online_shopping_10_cats.csv
R0036,洗发水,0,好像是假货，洗完头皮超痒的。,online_shopping_10_cats.csv
R0037,蒙牛,0,今天下午商业中心看到这只绿色的蒙牛我就像发现新大陆一样大喊大叫 完了之后身边那些派传单的帅锅告诉我这是驴不是蒙牛 但我死活不信他真的长得跟蒙牛一样样啊 难不成蒙牛牛奶打广告都会欺骗观众嚒 我不信我不信 他就是蒙牛 我心目中的绿蒙牛 http:t.cn/zjqBF6L,online_shopping_10_cats.csv
R0038,酒店,1,地理位置较好，在西街的街头处，购物游览交通都较方便，闹中取静，房间内设施也还可以，虽然离城市中的四星有些差距，但是在阳朔应该是最好的酒店了。但是心中还是有一些不舒服的地方，因在携程上订房时忘记写订大床间，登记入住时给的双人间，要求前台给予处理时，给到的答复是没有房间，但实际上还是有房间的。因此希望酒店在为客户着想的理念上需要再改善。当地的导游很好客，也很朴实，带我们去的月亮山脚下的“步高门”吃的中午饭，即实惠又好吃，赞。可惜在遇龙河漂流时照的照片遗失了。总的来说，此次旅行很开心，如有时间还会选择再去阳朔。,online_shopping_10_cats.csv
R0039,蒙牛,0,抵制蒙牛比抵制日货更靠谱。,online_shopping_10_cats.csv
R0040,计算机,0,自带的VISTA系统比较慢。而且就分了一个区。一个C盘250G.从新回复出厂设置。把C盘调整到40G.其余的210G找不到了。这个系统还没用习惯。建议厂家直接给用户分好区。,online_shopping_10_cats.csv
R0041,水果,1,苹果很新鲜，酸甜口味，水分足，我很喜欢吃这样子的苹果，相比我之前在其他店铺买的大一点点，不错！,online_shopping_10_cats.csv
R0042,洗发水,0,我只想说！！！！用了头皮屑直飞，头痒，我而且是短发！最失败的一次购物！退也不能退了，毕竟用了多了，我以为事气候原因，才张再等等看！这应该是假货！,online_shopping_10_cats.csv
R0043,洗发水,1,一直京东 京东购物放心 值得信赖 发货很快 快递员辛苦送货上门,online_shopping_10_cats.csv
R0044,水果,0,太小了！！绝对从不差评，这次要插评了！,online_shopping_10_cats.csv
R0045,衣服,1,很好，送给男朋友的，他说穿起来很舒服。穿起来不会显说走路什么的不舒服，而且物流很快。然后穿起来可以修身，显得腿长。下次还要继续买！,online_shopping_10_cats.csv
R0046,平板,1,国产的精品 ，非常好用，做工一级棒，使用感觉非常好。,online_shopping_10_cats.csv
R0047,蒙牛,0,珍爱生命远离蒙牛,online_shopping_10_cats.csv
R0048,酒店,0,太吵了，6:30就被外面的吵醒了，房间并不是很大，还是商务房呢……,online_shopping_10_cats.csv
R0049,水果,1,京东购物比较实惠，物流速度也快。,online_shopping_10_cats.csv
R0050,衣服,0,有点小失落。自己穿起来没那么好看。不在给网上买裤子了。除短裤。,online_shopping_10_cats.csv
R0051,平板,0,差差差评，买了就便宜，用的特别不好,online_shopping_10_cats.csv
R0052,酒店,1,我们要了2个房间，一个有阳台一个没有，感觉明显有阳台的房间感觉比较舒服，没阳台的就很压抑。,online_shopping_10_cats.csv
R0053,洗发水,1,物流很快，包装很好，绝对正品，值得拥有。,online_shopping_10_cats.csv
R0054,衣服,1,宝贝刚刚收到，很不错，颜色、尺寸都刚好，给足全部满5分,online_shopping_10_cats.csv
R0055,衣服,0,一个星都无才正对的，差差差！,online_shopping_10_cats.csv
R0056,酒店,0,2007年12月底住的。地方在小路上，司机不一定找得到。屋里霉味极重，房间脏，没热水。第二天他们告诉我，那间房是从业主那里刚收回来的，没准备好，不应该租给我的。怎么不早说啊。（哦，这里客房、业主、写字全混在一起。一楼你要问事不小心问了物业而不是酒店前台，他们还给你脸色看呢，晕！）我要退房，有位姓李的女经理死活拉着我接着住，赔不是，给我免费升级。你现在态度好，但是你们总体还是很差啊。楼顶的餐厅早饭绝对差，晚饭不知道，地方看起来就很怪，没有人气。总之，千万别住在这里，如果无改善的话！,online_shopping_10_cats.csv
R0057,书籍,0,"其实挺喜欢的,就是没有坚持看下去,这可能是很多外语不好的人的通病吧",online_shopping_10_cats.csv
R0058,酒店,1,淮南金茂国际酒店，在淮南应该算是不错的酒店了，房间里茶几上的淮南地图很有特色，给人一种温馨的感觉。地下一层的乒乓球房，设施不错，住店客人每次10元，练练手很好。其它几方面都可以。唯一的不便——地理位置较偏，出去需要打的。好在淮南的出租车起步价4~5元，便宜！,online_shopping_10_cats.csv
R0059,洗发水,0,不咋样啊，，洗了头出来头皮屑就多,online_shopping_10_cats.csv
R0060,计算机,0,"硬盘声音太响了, 和以前的老光驱里读盘得声音差不多.开始以为是电脑的问题,查了一下,据说很多人都说这是整个本的通病,不影响使用 有点贵,相比同等配置的",online_shopping_10_cats.csv
R0061,平板,0,噪音太大，像素太差，没有说的后1300前500那么高的像素，最多后500-第一次用华为失望，太失望，以后不敢用华为的产品了,online_shopping_10_cats.csv
R0062,酒店,1,16楼新装修的房间有些味道，房间装修得还不错，就是有点小，卫生间的淋浴间是全玻璃的，有点意思，也很大，不过卫生间总体有点小。液晶的电视很赞的说。第一次住这家酒店，以前住金海湾比较多，周边没什么商业，就是风景好。这家的地理位置比较好，周边很繁华，交通也很方便。虽然是四星，硬件上比金海湾要差一点，但是软件服务还是很不错的，对客人的要求相应的比较及时，服务态度和服务意识也很不错，赞一下，以后去烟台还会考虑住在这里。,online_shopping_10_cats.csv
R0063,衣服,0,一个字差，一看真是无语，便宜没好货无语呀本来一星都不给,online_shopping_10_cats.csv
R0064,酒店,0,两个字差评,online_shopping_10_cats.csv
R0065,衣服,0,"收到货,布料不太好，给爸爸买的，还没拿回老家给爸爸试穿，不知道能否穿的？",online_shopping_10_cats.csv
R0066,衣服,1,裤子尺寸刚好，很合身。穿得舒服质量不错，裤子版型也很好看！不错！,online_shopping_10_cats.csv
R0067,水果,1,多次购买新鲜爽甜，80个头大大个，物流超快，上午9点前下单，下午16点收货,online_shopping_10_cats.csv
R0068,平板,1,非常不错的平板，只不过一分钱一分货，屏幕触摸需要用点力气,online_shopping_10_cats.csv
R0069,衣服,0,刚收的货，看见包装的那一刻 心已然凉了一截，回家拆开 衣服布料不咋样，做工很粗糙。偏小,online_shopping_10_cats.csv
R0070,平板,1,华为正品，M3很好用，第一次开机连wifi直接升安卓7.0，华为系统优化的比较好。京东服务放心。,online_shopping_10_cats.csv
R0071,酒店,1,酒店位置很好，出行打车非常方便，很不错的公寓式酒店。特别是行政楼，边吃早餐即可把房退了，很方便，不用上上下下赶。下次还会入住！,online_shopping_10_cats.csv
R0072,蒙牛,0,蒙牛就是牛?有问题的牛奶就不赔偿?你能怎么样?,online_shopping_10_cats.csv
R0073,酒店,0,定了两间房，酒店登记太慢，足足等了快一小时。早餐还要排队，又难吃，提了建议也不听。是我住过最差的五星，根本不值这个价格,online_shopping_10_cats.csv
R0074,平板,0,给妈妈买的*用着还可以，就是说好的送保护套，结果没有，询问客服也是一样没有结果。。。还要花*钱再自己买一个，哎，太失望了,online_shopping_10_cats.csv
R0075,洗发水,1,宝贝质量不错，送货神速。快递服务态度很好，而且价钱便宜，品质有保障，京东值得信赖，,online_shopping_10_cats.csv
R0076,蒙牛,1,回复 太客气了！这么晚了还在服务！…感谢对蒙牛产品的支持,online_shopping_10_cats.csv
R0077,蒙牛,0,“此内容为不实消息，已处理。”就因为蒙牛说不实新浪你就说它不实吗？抵制蒙牛放心奶，辛苦了，2月30日还在加班！ 蒙牛，放心奶。用心做好奶，我们都休息了，还在产奶。@才让多吉,online_shopping_10_cats.csv
R0078,酒店,1,距拱北关口步行15分钟可以到达，很方便，酒店豪华标准间太小，卫生间设施有点旧，但是热水充足，在改住07系列房间（如1607 1107）有很大改观，在当地旅行社了解到，通过他们预定价格在300元，与携程网的350元价格有差异，早餐品种不多够吃，但是服务不错，我们早上7点要出发，没有到早餐开始时间酒店安排打包送到了房间。,online_shopping_10_cats.csv
R0079,衣服,1,裤子质量很好，这个价钱能买到这质量的裤子，真的是超值。做工完美，无论缝线还是质量上都很好。完美的一次购物。下次有需要定再来你家。,online_shopping_10_cats.csv
R0080,水果,1,大小的话，还行吧？颜色也好看，吃起来是那种脆脆的！比较甜，没多久就吃完了。所以说还是不错的，有点点小贵，不过，现在超市里的苹果，也不便宜啊！,online_shopping_10_cats.csv
R0081,酒店,1,从2004年起每年都会入住或介绍朋友入住，在豪生管理---退出---又接收管理的过程中，明显有不同的感受。现在豪生重新管理酒店后在软件服务上有明显的进步，但硬件设施有待好好维护和改进！至于对酒店的评价以前不同时期我都有评过，总的来说在上海市个不错的休闲度假酒店，特别是晚上吹着清新的海风，听着阵阵海潮拍打岸边的声音，会让长期在都市喧嚣中受煎熬的心顷刻安静下来.......,online_shopping_10_cats.csv
R0082,水果,0,一个好的一个坏的，本来给孩子买的，结果怕孩子吃坏了肚子都没敢让吃,online_shopping_10_cats.csv
R0083,平板,0,开始下单时说是22号到货，可是直到23号下午才送到，垃圾产品，假货，我要的是32G的，收到后发现只有26G，再联系商家怎么都联系不上了，发信息不回，太垃圾了！差评！差评！差评！,online_shopping_10_cats.csv
R0084,水果,0,一颗心都不想给，并不便宜，主要是苹果是粉的，而且还很小，这个价格希望你们不要在这家买,online_shopping_10_cats.csv
R0085,酒店,1,感觉价钱非常贵，房间还算干净，就是有股潮湿味道。设备东西都还蛮齐全的。感觉非常不错。早餐挺好的，吃得比较丰盛。周边也挺便捷。,online_shopping_10_cats.csv
R0086,平板,0,还行还行还行真好真好正品,online_shopping_10_cats.csv
R0087,衣服,1,很不错，还有弹性，物流也很给力！五星好评！,online_shopping_10_cats.csv
R0088,平板,0,不给送货却让自己去站点自提，包装差收到货外面都破了，平板连出厂贴膜都没有，平板外观全是指纹和别人用过的一样。特别是送货的服务特差，以后京东的信用都会坏在这样的人手里。现在平板开机用着还可以，就是心里不舒坦毕竟外观明显被别人用过了，也没有发票，以后真不能再相信京东了。后盖也没有入网许可证。送货不光是不给送通知也很晚，上午快递就到了，直到下午才通知。我对这样的服务真是无语了。,online_shopping_10_cats.csv
R0089,酒店,1,老五星级酒店，358元标房，价格实惠，就是房间电视太小，其他不错。,online_shopping_10_cats.csv
R0090,计算机,1,镜面效果不错，声音挺小。特别喜欢屏幕前面的网罩那块，同事看了也买了个！,online_shopping_10_cats.csv
R0091,平板,0,挺垃圾的，没有买的朋友千万不要买了，分辨率超低，像素差，信号弱。,online_shopping_10_cats.csv
R0092,衣服,0,质量差，与图片不符，垃圾,online_shopping_10_cats.csv
R0093,书籍,0,"根本就没发给我,没货了不说一声,随便取消就完了......",online_shopping_10_cats.csv
R0094,衣服,0,这什么意思，这货都给你们发过去8天了你们是换还是不换，要不把钱退了,online_shopping_10_cats.csv
R0095,手机,0,听筒声音好小哦，在屋里面讲电话还可以，在外面听不清楚，急死人了；200W的摄像头，我也没感觉出什么来，照出来效果马马虎虎,online_shopping_10_cats.csv
R0096,水果,0,所谓的大果就是图中我发的拳头那么大。我的手在男人里面还算是偏小的。大家自己比划一下就有概念了，所以老婆很生气，让我给差评。,online_shopping_10_cats.csv
R0097,洗发水,0,非常不好用，首先洗发和润发的瓶子一样，使用时不好分辨。另外润发的效果非常差，洗完头的第二天，风一吹就像干草一样打结，我也真是服了，就是觉得价格贵一定有贵的理由，结果…,online_shopping_10_cats.csv
R0098,衣服,0,东西送到 没用我点确认收获 自动提交了 京东是什么玩意 裤子夏天穿可以,online_shopping_10_cats.csv
R0099,衣服,0,发过来的衣服是有破洞的。需要自己把衣服付运费发过去，由他门判断是不是他们的问题，然后再决定是否给你退运费，不然直接从你的退款里面扣除运费！ 首先，商家自己的质检问题，要麻烦到客户来处理不说，所有的风险全部由客户来承担。球员和裁判都是商家自己，这个如何做到监督与提高？ 反正我是不再信任这个品牌了…说了这么多，大家也就自己评判吧…,online_shopping_10_cats.csv
R0100,衣服,1,好，很好，非常好。唯一可惜的是同款式颜色不齐全。,online_shopping_10_cats.csv
R0101,平板,1,性价比很高的一款平板，华为大品牌，值得信赖！,online_shopping_10_cats.csv
R0102,水果,0,佩服京东，这么袖珍的小苹果是在哪里进到的货？还敢说是红富士？当别人都没吃过红富士是吗？那些评价说苹果个大又好吃的人，你们是京东花银子雇来的吧？,online_shopping_10_cats.csv
R0103,衣服,0,还能凑活。线头太多,online_shopping_10_cats.csv
R0104,计算机,0,"触摸板不可用.键盘时好时坏,散热效果不好. 最重要的是,京东商城不给依法办理退货.",online_shopping_10_cats.csv
R0105,洗发水,1,包装完美，赠品也很好一直信赖的产品,online_shopping_10_cats.csv
R0106,手机,1,1、26万色内屏显示效果一流；2、网络切换方式快捷方便；3、电话本功能齐全；4、外观成熟大方。,online_shopping_10_cats.csv
R0107,洗发水,0,好差，洗了头皮长豆包，好难受，太假了,online_shopping_10_cats.csv
R0108,平板,1,还行！外观上和厚度上都蛮满意的,online_shopping_10_cats.csv
R0109,酒店,1,通过协程订的。宾馆位置一般，只离苍浪亭近些，从高速下来还算方便。店内环境好，房间空间大，空调不错、洗刷设施好，床铺舒适。早餐不错。落地窗外就是一个小小苏州园林空间，虽简单，很好。值得推荐。,online_shopping_10_cats.csv
R0110,酒店,1,酒店还好吧，就是一楼的中餐馆上菜速度暴慢。房间里面有电脑，比较方便一些。,online_shopping_10_cats.csv
R0111,衣服,0,去**的 13天才到。真尼吗壁的快,online_shopping_10_cats.csv
R0112,蒙牛,0,已经对蒙牛这个不负责之国企，彻底失望了！,online_shopping_10_cats.csv
R0113,平板,0,才一天就坏了。。。屏幕突然闪不停。,online_shopping_10_cats.csv
R0114,水果,1,这苹果买了多次了，很满意，信任京东,online_shopping_10_cats.csv
R0115,平板,0,外观可以，不怎么好用，清晰,online_shopping_10_cats.csv
R0116,平板,0,东西本身还不错，但是卖家的各种促销活动真是让人呵呵，一次性买了5台，说好的赠品一样也没有，说是赠完为止，真是搞笑。还有亲们一定要一个一个的下订单，不然你买100个也只会给你算一个活动赠品，而且还会“赠完为止”,online_shopping_10_cats.csv
R0117,平板,0,只能给一分，华为出这么差劲的产品真的是自毁品牌，还世界500强，画面感超级模糊，很卡，电量消耗的特别快，充满能看一部电影就没了，还有根本就不是平板电脑，就是一宽屏手机，以前那种杂牌大屏手机那种,online_shopping_10_cats.csv
R0118,热水器,0,怎么安装，找谁安装呢？,online_shopping_10_cats.csv
R0119,洗发水,0,3支装在一个盒里无任何间隔保护，其中的一支已经打开漏出。,online_shopping_10_cats.csv
R0120,洗发水,0,好像是假的 和没用一样,online_shopping_10_cats.csv
R0121,衣服,0,发货速度慢！好不容易收到了结果商品还给发错了！！！还得申请换货，来回还得半个多月时间！！！,online_shopping_10_cats.csv
R0122,计算机,1,1 跟我以前的ibmx31 比起来键盘键要松，但好像更容易敲 更省力 2 随机的vista也不错啊 习惯就好啦  3 感觉很好  ibm的风范  联想的特点 中国人的胜利 4 大气 配置合理  高清 视频音频均很出色 5 京东的送货的小伙子很可爱  建议给他们加工资,online_shopping_10_cats.csv
R0123,洗发水,0,怎么没有吹风机，啊。我买的时候明显有的。,online_shopping_10_cats.csv
R0124,酒店,0,太糟糕，非常糟糕，所有网站图片，广告宣传都是骗人的！房间太宅太小，连热水都还限时供应，争分夺秒地洗澡！工作人员却一句住客有点多，没热水也没办法！这是什么解决啊？？那其他比这住客还多的，难道都要倒闭吗？？,online_shopping_10_cats.csv
R0125,书籍,0,男的搞婚外情，女的红杏出墙。什么玩意 看了上部的一半就看不下去了，作者想通过这么书表达什么不管，但这种书很容易就传达一种对婚姻不忠的态度，让世人以为这是正常的事情，晕倒。什么和什么嘛。批判强烈批判！这种书也能流行，唉 这时代价值取向真有问题啊。,online_shopping_10_cats.csv
R0126,酒店,0,空调是分体式的，声音实在太响了！并且时不时地发出噼啪声，几乎无法入睡。入住时前台实在太不专业，一边在办理房卡，一边分心做其他事情，只有一位客人办理入住，结果简单的入住手续竟然办了约10分钟之久。入住时双币种信用卡预授权划了美元，向其询问为何不做人民币预授权时，理由时居然说预授权都是用美元的。其实前台没有用银联做人民币预授权，而是用MasterCard做成了美元，实在太不专业了。,online_shopping_10_cats.csv
R0127,衣服,0,有点大了，不过也不错,online_shopping_10_cats.csv
R0128,平板,0,说送的耳机也没有，说的返利也没有，今天刚收到。不要轻信他们客服，说到的做不到。还不知道质量怎么样。,online_shopping_10_cats.csv
R0129,水果,1,送货速度很快，大小也适中，水分很足，不错,online_shopping_10_cats.csv
R0130,衣服,1,裤子非常好，质量简直没得说。可以推荐大家购买哈哈哈，穿的很舒服。,online_shopping_10_cats.csv
R0131,衣服,1,裤子很不错，摸着很舒服，质量特别好，洗了也不掉色。,online_shopping_10_cats.csv
R0132,书籍,0,至少我没觉得好看，根本就不吸引我，没什么可笑得，有些词很深辟。书的印刷很不错，内容没介绍的好。,online_shopping_10_cats.csv
R0133,酒店,1,酒店的地段好，我们去周围的商务机构办事非常方便；楼下就是置地广场，有LV、gucci...一串高中档的专卖店，附近还有一家反斗星玩具店（小朋友多高兴呀）；房间装修有特色，浴室也很宽敞，服务质量较好，不少服务员能听普通话，但也有不少只讲英文的．缺点：不知什么原因，我们带去的两台笔记本都无法上网，还好酒店提供免费使用的笔记本，没有耽误事；中午酒店附近的街上十分拥挤，最好别出门；早餐品种较少；因高楼林立，大大的窗子只能经常拉着窗帘（窗子好象是封死的）。,online_shopping_10_cats.csv
R0134,洗发水,0,一点都不好，，，洗了很痒，差评,online_shopping_10_cats.csv
R0135,平板,0,真心不咋地 买了屏幕是坏的 虽然是退货了 但是中间也隔了好多天 新机器 一充电屏幕立马失灵 华为的手机屏幕是通病 让人捉急啊,online_shopping_10_cats.csv
R0136,热水器,1,很好，一直在买,online_shopping_10_cats.csv
R0137,洗发水,0,不怎么样！不怎么样！不怎么样！不怎么样！不怎么样！不怎么样！不怎么样！,online_shopping_10_cats.csv
R0138,衣服,0,到货了 就穿一次 现在在那扔着呢,online_shopping_10_cats.csv
R0139,计算机,0,17号下的单20号因为急用（朋友生日）所以放弃了赠品杀毒软件，不然提不到货，听说是赠品缺货。,online_shopping_10_cats.csv
R0140,水果,1,jingdong发货速度快，苹果?小了点，但还可以！,online_shopping_10_cats.csv
R0141,书籍,0,"内容简单易懂,色彩柔和,教会宝宝日常生活中应有的礼貌,行为等.如玩耍时要学会排队,谦让...",online_shopping_10_cats.csv
R0142,水果,1,用户评价是电商行业信用体系建设的基础，只有电商平台、商家、消费者三方共同建立一套公开、公正、透明的评价机制，才能长远推动电子商务行业的健康有序发展。    这件宝贝的质量还行。,online_shopping_10_cats.csv
R0143,洗发水,0,不太好用，不知道是不是假的，还生头屑了，第一次发生这事，可怜我买了两盒,online_shopping_10_cats.csv
R0144,蒙牛,0,蒙牛笑而不语,online_shopping_10_cats.csv
